                2012                   2                   7                   2                   2                  -1                   5                   0                   1                  81                   2
                2012                   2                   6                   0                   0                  -1                   1                   0                   2                  82                   0
                2012                   1                   4                   0                   0                  -1                   2                   2                   1                  83                   0
                2012                   3                   7                   2                   1                  -1                   0                   2                   1                  84                   1
                2012                   2                   3                   2                   1                  -1                   3                   0                   2                  85                   1
                2012                   3                   1                   8                   2                  -1                   0                   2                   2                  86                   1
                2012                   3                   6                   1                   2                  -1                   0                   1                   1                  87                   1
                2012                   1                  11                   0                   0                  -1                   1                   2                   3                  88                   0
                2012                   3                   5                   2                   3                  -1                   0                   2                   1                  89                   2
                2012                   2                   7                   2                   2                  -1                   2                   0                   2                  90                   2
                2012                   1                   5                   0                   0                  -1                   4                   3                   1                  91                   0
                2012                   1                   6                   0                   0                  -1                   2                   2                   2                  92                   0
                2012                   2                   1                   0                   0                  -1                   1                   0                   2                  93                   0
                2012                   1                   1                   0                   0                  -1                   3                   2                   1                  94                   0
                2012                   2                   7                   1                   1                  -1                   5                   0                   2                  95                   1
                2012                   3                  99                   8                   1                  -1                   0                   2                   8                  96                   2
                2012                   3                   2                   2                   2                  -1                   0                   2                   2                  97                   1
                2012                   1                   8                   0                   0                  -1                   2                   2                   2                  98                   0
                2012                   1                  12                   0                   0                  -1                   2                   1                   2                  99                   0
                2012                   1                   6                   0                   0                  -1                   1                   1                   2                 100                   0
                2012                   2                   2                   8                   3                  -1                   2                   0                   1                 101                   2
                2012                   1                   7                   0                   0                  -1                   2                   2                   1                 102                   0
                2012                   3                  99                   2                   2                  -1                   0                   1                   1                 103                   2
                2012                   3                   4                   2                   2                  -1                   0                   2                   2                 104                   1
                2012                   2                   4                   0                   0                  -1                   1                   0                   1                 105                   0
                2012                   1                   7                   0                   0                  -1                   1                   1                   1                 106                   0
                2012                   3                  11                   2                   1                  -1                   0                   1                   1                 107                   1
                2012                   1                   5                   0                   0                  -1                   8                   3                   3                 108                   0
                2012                   2                   9                   2                   2                  -1                   5                   0                   2                 109                   1
                2012                   2                   5                   0                   0                  -1                   1                   0                   1                 110                   0
                2012                   3                   2                   2                   1                  -1                   0                   2                   1                 111                   1
                2012                   3                  11                   2                   2                  -1                   0                   3                   2                 112                   1
                2012                   1                   1                   0                   0                  -1                   2                   1                   2                 113                   0
                2012                   3                   2                   2                   2                  -1                   0                   1                   2                 114                   1
                2012                   1                   8                   0                   0                  -1                   2                   2                   3                 115                   0
                2012                   2                   4                   2                   2                  -1                   2                   0                   2                 116                   1
                2012                   1                  12                   0                   0                  -1                   3                   2                   1                 117                   0
                2012                   2                   2                   0                   0                  -1                   3                   0                   1                 118                   0
                2012                   3                   1                   1                   2                  -1                   0                   2                   1                 119                   1
                2012                   1                   8                   0                   0                  -1                   3                   2                   8                 120                   0
                2012                   2                   5                   0                   0                  -1                   1                   0                   2                 121                   0
                2012                   3                   1                   2                   2                  -1                   0                   1                   2                 122                   2
                2012                   2                   3                   0                   0                  -1                   1                   0                   1                 123                   0
                2012                   2                   3                   1                   2                  -1                   1                   0                   2                 124                   1
                2012                   2                   8                   0                   0                  -1                   5                   0                   1                 125                   0
                2012                   3                   2                   2                   2                  -1                   0                   2                   1                 126                   1
                2012                   1                  11                   0                   0                  -1                   1                   1                   2                 127                   0
                2012                   3                   4                   2                   3                  -1                   0                   1                   2                 128                   2
                2012                   2                   3                   0                   0                  -1                   4                   0                   2                 129                   0
                2012                   2                  10                   8                   3                  -1                   3                   0                   1                 130                   2
                2012                   3                   8                   2                   3                  -1                   0                   2                   2                 131                   2
                2012                   1                   4                   0                   0                  -1                   1                   1                   1                 132                   0
                2012                   2                   1                   8                   2                  -1                   2                   0                   2                 133                   1
                2012                   3                  12                   2                   2                  -1                   0                   4                   1                 134                   1
                2012                   2                   6                   0                   0                  -1                   2                   0                   2                 135                   0
                2012                   3                   7                   2                   1                  -1                   0                   2                   2                 136                   1
                2012                   2                   8                   1                   2                  -1                   4                   0                   2                 137                   1
                2012                   3                   3                   2                   2                  -1                   0                   3                   1                 138                   1
                2012                   2                  12                   1                   3                  -1                   3                   0                   1                 139                   1
                2012                   1                  10                   0                   0                  -1                   3                   2                   1                 140                   0
                2012                   3                   5                   2                   1                  -1                   0                   2                   2                 141                   1
                2012                   2                   1                   0                   0                  -1                   3                   0                   3                 142                   0
                2012                   2                   2                   0                   0                  -1                   2                   0                   1                 143                   0
                2012                   3                   4                   2                   3                  -1                   0                   3                   8                 144                   1
                2012                   3                   7                   8                   2                  -1                   0                   4                   8                 145                   8
                2012                   2                  99                   2                   2                  -1                   3                   0                   1                 146                   2
                2012                   2                   2                   0                   0                  -1                   5                   0                   3                 147                   0
                2012                   1                  10                   0                   0                  -1                   3                   3                   3                 148                   0
                2012                   3                   9                   2                   2                  -1                   0                   3                   2                 149                   1
                2012                   1                  11                   0                   0                  -1                   4                   3                   1                 150                   0
                2012                   2                  11                   0                   0                  -1                   3                   0                   2                 151                   0
                2012                   3                   4                   2                   2                  -1                   0                   3                   2                 152                   2
                2012                   1                   6                   0                   0                  -1                   4                   2                   2                 153                   0
                2012                   2                  12                   2                   3                  -1                   4                   0                   2                 154                   1
                2012                   3                   8                   2                   2                  -1                   0                   1                   2                 155                   1
                2012                   2                   5                   2                   2                  -1                   2                   0                   1                 156                   1
                2012                   3                   6                   2                   2                  -1                   0                   2                   1                 157                   2
                2012                   2                  99                   0                   0                  -1                   2                   0                   2                 158                   0
                2012                   3                  10                   2                   2                  -1                   0                   1                   1                 159                   1
                2012                   2                   8                   0                   0                  -1                   2                   0                   2                 160                   0
                2012                   3                  10                   8                   3                  -1                   0                   2                   8                 161                   1
                2012                   1                   6                   0                   0                  -1                   2                   1                   2                 162                   0
                2012                   3                  11                   2                   2                  -1                   0                   2                   2                 163                   1
                2012                   3                  11                   2                   2                  -1                   0                   1                   8                 164                   8
                2012                   2                   6                   2                   2                  -1                   2                   0                   2                 165                   2
                2012                   1                   4                   0                   0                  -1                   4                   3                   1                 166                   0
                2012                   2                   9                   0                   0                  -1                   5                   0                   8                 167                   0
                2012                   3                  99                   2                   2                  -1                   0                   1                   2                 168                   1
                2012                   2                  11                   2                   1                  -1                   1                   0                   1                 169                   1
                2012                   3                   4                   2                   3                  -1                   0                   2                   2                 170                   1
                2012                   2                   7                   0                   0                  -1                   4                   0                   1                 171                   0
                2012                   1                  11                   0                   0                  -1                   1                   1                   1                 172                   0
                2012                   3                   4                   2                   2                  -1                   0                   1                   1                 173                   1
                2012                   1                   7                   0                   0                  -1                   1                   1                   1                 174                   0
                2012                   2                   9                   0                   0                  -1                   1                   0                   2                 175                   0
                2012                   1                   5                   0                   0                  -1                   2                   2                   2                 176                   0
                2012                   2                   5                   2                   1                  -1                   3                   0                   1                 177                   1
                2012                   3                   7                   2                   2                  -1                   0                   2                   1                 178                   1
                2012                   2                   6                   0                   0                  -1                   1                   0                   2                 179                   0
                2012                   3                  12                   2                   3                  -1                   0                   1                   3                 180                   1
                2012                   1                   6                   0                   0                  -1                   3                   2                   1                 181                   0
                2012                   3                   3                   2                   1                  -1                   0                   2                   3                 182                   1
                2012                   3                   9                   2                   2                  -1                   0                   2                   3                 183                   1
                2012                   3                  99                   2                   1                  -1                   0                   2                   2                 184                   1
                2012                   2                  12                   0                   0                  -1                   1                   0                   1                 185                   0
                2012                   2                  11                   0                   0                  -1                   3                   0                   8                 186                   0
                2012                   1                   4                   0                   0                  -1                   1                   1                   1                 187                   0
                2012                   3                  11                   9                   9                  -1                   0                   2                   1                 188                   9
                2012                   3                   5                   2                   1                  -1                   0                   3                   2                 189                   1
                2012                   1                   1                   0                   0                  -1                   3                   2                   2                 190                   0
                2012                   2                   2                   2                   2                  -1                   3                   0                   2                 191                   1
                2012                   3                   9                   2                   3                  -1                   0                   2                   3                 192                   2
                2012                   1                  10                   0                   0                  -1                   4                   3                   1                 193                   0
                2012                   2                  11                   0                   0                  -1                   2                   0                   2                 194                   0
                2012                   2                  10                   2                   2                  -1                   1                   0                   1                 195                   8
                2012                   1                   7                   0                   0                  -1                   3                   2                   1                 196                   0
                2012                   2                   4                   0                   0                  -1                   3                   0                   1                 197                   0
                2012                   3                   2                   2                   2                  -1                   0                   2                   2                 198                   1
                2012                   1                   4                   0                   0                  -1                   2                   2                   1                 199                   0
                2012                   3                   7                   2                   2                  -1                   0                   2                   1                 200                   1
                2012                   3                   2                   2                   3                  -1                   0                   2                   1                 201                   1
                2012                   1                   1                   0                   0                  -1                   2                   2                   1                 202                   0
                2012                   2                  10                   0                   0                  -1                   1                   0                   1                 203                   0
                2012                   3                   3                   2                   1                  -1                   0                   1                   1                 204                   1
